Id,Category,CategoryOfSequences_fr,FXY1,Title_fr,SubTitle_fr,FXY2,ElementName_fr,ElementDescription_fr,Note_fr,noteIDs,Status,translated_by
bufr4/3/10/001/1/301042,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires),310001,(Satellite — température de luminance),,301042,"Indicateur d'identification du satellite, instrument, technique de traitement des données, date/heure, position",,,,Operational,Original
bufr4/3/10/001/2/303031,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires),310001,(Satellite — température de luminance),,303031,"Données significatives, terre/mer, température de la pellicule superficielle",,,,Operational,Original
bufr4/3/10/001/3/303032,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires),310001,(Satellite — température de luminance),,303032,Nuages,,,,Operational,Original
bufr4/3/10/001/4/101026,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires),310001,(Satellite — température de luminance),,101026,Répéter 1 descripteur 26 fois,,,,Operational,Original
bufr4/3/10/001/5/303025,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires),310001,(Satellite — température de luminance),,303025,Canal de satellite et température de luminance,,,,Operational,Original
bufr4/3/10/002/1/301042,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires),310002,(Satellite — basse altitude),,301042,"Indicateur d'identification du satellite, instrument, technique de traitement des données, date/heure, position",,,,Operational,Original
bufr4/3/10/002/2/303031,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires),310002,(Satellite — basse altitude),,303031,"Données significatives, terre/mer, température de la pellicule superficielle",,,,Operational,Original
bufr4/3/10/002/3/303032,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires),310002,(Satellite — basse altitude),,303032,Nuages,,,,Operational,Original
bufr4/3/10/002/4/101009,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires),310002,(Satellite — basse altitude),,101009,Répéter 1 descripteur 9 fois,,,,Operational,Original
bufr4/3/10/002/5/303023,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires),310002,(Satellite — basse altitude),,303023,Température moyenne de la couche,,,,Operational,Original
bufr4/3/10/003/1/301042,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires),310003,(Satellite — haute altitude),,301042,"Indicateur d'identification du satellite, instrument, technique de traitement des données, date/heure, position",,,,Operational,Original
bufr4/3/10/003/2/303031,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires),310003,(Satellite — haute altitude),,303031,"Données significatives, terre/mer, température de la pellicule superficielle",,,,Operational,Original
bufr4/3/10/003/3/303032,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires),310003,(Satellite — haute altitude),,303032,Nuages,,,,Operational,Original
bufr4/3/10/003/4/101006,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires),310003,(Satellite — haute altitude),,101006,Répéter 1 descripteur 6 fois,,,,Operational,Original
bufr4/3/10/003/5/303023,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires),310003,(Satellite — haute altitude),,303023,Température moyenne de la couche,,,,Operational,Original
bufr4/3/10/004/1/301042,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires),310004,(Satellite — eau précipitable),,301042,"Indicateur d'identification du satellite, instrument, technique de traitement des données, date/heure, position",,,,Operational,Original
bufr4/3/10/004/2/303031,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires),310004,(Satellite — eau précipitable),,303031,"Données significatives, terre/mer, température de la pellicule superficielle",,,,Operational,Original
bufr4/3/10/004/3/303032,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires),310004,(Satellite — eau précipitable),,303032,Nuages,,,,Operational,Original
bufr4/3/10/004/4/101003,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires),310004,(Satellite — eau précipitable),,101003,Répéter 1 descripteur 3 fois,,,,Operational,Original
bufr4/3/10/004/5/303024,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires),310004,(Satellite — eau précipitable),,303024,Eau précipitable,,,,Operational,Original
bufr4/3/10/005/1/301042,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires),310005,,,301042,"Indicateur d'identification du satellite, instrument, technique de traitement des données, date/heure, position",,,,Operational,Original
bufr4/3/10/005/2/303031,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires),310005,,,303031,"Données significatives, terre/mer, température de la pellicule superficielle",,,,Operational,Original
bufr4/3/10/005/3/303033,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires),310005,,,303033,Nuages,,,,Operational,Original
bufr4/3/10/005/4/101000,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires),310005,,,101000,Répétition différée de 1 descripteur,,,,Operational,Original
bufr4/3/10/005/5/031001,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires),310005,,,031001,Facteur de répétition différée du descripteur,,,,Operational,Original
bufr4/3/10/005/6/303025,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires),310005,,,303025,Canal de satellite et température de luminance,,,,Operational,Original
bufr4/3/10/006/1/301042,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires) – 2,310006,,,301042,"Indicateur d'identification du satellite, instrument, technique de traitement des données, date/heure, position",,,,Operational,Original
bufr4/3/10/006/2/303031,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires) – 2,310006,,,303031,"Données significatives, terre/mer, température de la pellicule superficielle",,,,Operational,Original
bufr4/3/10/006/3/303033,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires) – 2,310006,,,303033,Nuages,,,,Operational,Original
bufr4/3/10/006/4/101000,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires) – 2,310006,,,101000,Répétition différée de 1 descripteur,,,,Operational,Original
bufr4/3/10/006/5/031001,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires) – 2,310006,,,031001,Facteur de répétition différée du descripteur,,,,Operational,Original
bufr4/3/10/006/6/303023,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires) – 2,310006,,,303023,Température moyenne de la couche,,,,Operational,Original
bufr4/3/10/007/1/301042,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires) – 2,310007,,,301042,"Indicateur d'identification du satellite, instrument, technique de traitement des données, date/heure, position",,,,Operational,Original
bufr4/3/10/007/2/303031,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires) – 2,310007,,,303031,"Données significatives, terre/mer, température de la pellicule superficielle",,,,Operational,Original
bufr4/3/10/007/3/303033,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires) – 2,310007,,,303033,Nuages,,,,Operational,Original
bufr4/3/10/007/4/101000,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires) – 2,310007,,,101000,Répétition différée de 1 descripteur,,,,Operational,Original
bufr4/3/10/007/5/031001,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires) – 2,310007,,,031001,Facteur de répétition différée du descripteur,,,,Operational,Original
bufr4/3/10/007/6/303024,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires) – 2,310007,,,303024,Eau précipitable,,,,Operational,Original
bufr4/3/10/008/1/310011,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires) – 2,310008,(Données de l'ATOVS HIRS),,310011,Paramètres du champ de vision du sondeur ATOVS,,,,Operational,Original
bufr4/3/10/008/2/101019,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires) – 2,310008,(Données de l'ATOVS HIRS),,101019,Répéter 1 descripteur 19 fois,,,,Operational,Original
bufr4/3/10/008/3/310012,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires) – 2,310008,(Données de l'ATOVS HIRS),,310012,Paramètres du canal du sondeur ATOVS,,,,Operational,Original
bufr4/3/10/008/4/002150,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires) – 2,310008,(Données de l'ATOVS HIRS),,002150,Numéro du canal de l'instrument TOVS/ ATOVS/AVHRR,,,,Operational,Original
bufr4/3/10/008/5/025079,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires) – 2,310008,(Données de l'ATOVS HIRS),,025079,"Luminance énergétique d'albédo-éclairement énergétique après filtrage solaire, pour le sondeur ATOVS",,,,Operational,Original
bufr4/3/10/008/6/025080,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires) – 2,310008,(Données de l'ATOVS HIRS),,025080,"Luminance énergétique d'albédo-largeur équivalente du filtre, pour le sondeur ATOVS",,,,Operational,Original
bufr4/3/10/008/7/033032,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires) – 2,310008,(Données de l'ATOVS HIRS),,033032,Indicateurs de qualité du canal du sondeur ATOVS,,,,Operational,Original
bufr4/3/10/008/8/014045,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires) – 2,310008,(Données de l'ATOVS HIRS),,014045,Luminance énergétique dans le canal,,,,Operational,Original
bufr4/3/10/009/1/310011,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires) – 2,310009,(Données AMSU-A de l'ATOVS),,310011,Paramètres du champ de vision du sondeur ATOVS,,,,Operational,Original
bufr4/3/10/009/2/101015,10,Catégorie 10 — Séquences correspondant à des données de sondages verticaux (données satellitaires) – 2,310009,(Données AMSU-A de l'ATOVS),,101015,Répéter 1 descripteur 15 fois,,,,Operational,Original
