Id,ClassNo,ClassName_fr,FXY,ElementName_fr,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_fr,noteIDs,Status,translated_by
bufr4/0/07/001,07,Classe 07 – Position (verticale),007001,Hauteur de la station,m,0,-400,15,m,0,5,(voir note 1),116,Operational,Original
bufr4/0/07/002,07,Classe 07 – Position (verticale),007002,Hauteur ou altitude,m,-1,-40,16,m,-1,5,,,Operational,Original
bufr4/0/07/003,07,Classe 07 – Position (verticale),007003,Géopotentiel,m2 s-2,-1,-400,17,m2 s-2,-1,6,,,Operational,Original
bufr4/0/07/004,07,Classe 07 – Position (verticale),007004,Pression,Pa,-1,0,14,Pa,-1,5,,,Operational,Original
bufr4/0/07/005,07,Classe 07 – Position (verticale),007005,Incrément de hauteur,m,0,-400,12,m,0,4,,,Operational,Original
bufr4/0/07/006,07,Classe 07 – Position (verticale),007006,Hauteur au-dessus de la station,m,0,0,15,m,0,5,,,Operational,Original
bufr4/0/07/007,07,Classe 07 – Position (verticale),007007,Hauteur,m,0,-1000,17,m,0,6,,,Operational,Original
bufr4/0/07/008,07,Classe 07 – Position (verticale),007008,Géopotentiel,m2 s-2,0,-10000,20,m2 s-2,0,7,,,Operational,Original
bufr4/0/07/009,07,Classe 07 – Position (verticale),007009,Hauteur géopotentielle,gpm,0,-1000,17,gpm,0,5,,,Operational,Original
bufr4/0/07/010,07,Classe 07 – Position (verticale),007010,Niveau de vol,m,0,-1024,16,ft,-1,5,,,Operational,Original
bufr4/0/07/012,07,Classe 07 – Position (verticale),007012,Altitude des points de grille,m,2,-50000,20,m,2,7,,,Operational,Original
bufr4/0/07/021,07,Classe 07 – Position (verticale),007021,Hauteur,deg,2,-9000,15,deg,2,5,(voir note 2),68,Operational,Original
bufr4/0/07/022,07,Classe 07 – Position (verticale),007022,Hauteur du soleil,deg,2,-9000,15,deg,2,5,,,Operational,Original
bufr4/0/07/024,07,Classe 07 – Position (verticale),007024,Distance zénithale du satellite,deg,2,-9000,15,deg,2,5,,,Operational,Original
bufr4/0/07/025,07,Classe 07 – Position (verticale),007025,Distance zénithale du soleil,deg,2,-9000,15,deg,2,5,,,Operational,Original
bufr4/0/07/026,07,Classe 07 – Position (verticale),007026,Distance zénithale du satellite,deg,4,-900000,21,deg,4,7,,,Operational,Original
bufr4/0/07/030,07,Classe 07 – Position (verticale),007030,Altitude du sol de la sation,m,1,-4000,17,m,1,5,(voir note 3),87,Operational,Original
bufr4/0/07/031,07,Classe 07 – Position (verticale),007031,Altitude du baromètre,m,1,-4000,17,m,1,5,(voir note 4),84,Operational,Original
bufr4/0/07/032,07,Classe 07 – Position (verticale),007032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),m,2,0,16,m,2,5,(voir note 5),85,Operational,Original
bufr4/0/07/033,07,Classe 07 – Position (verticale),007033,Hauteur du capteur au-dessus de la surface de l'eau,m,1,0,12,m,1,4,(voir note 6),86,Operational,Original
bufr4/0/07/034,07,Classe 07 – Position (verticale),007034,Distance verticale de la ligne de visée du capteur,m,2,-65000,17,,,,(voir note 9),193,Operational,Original
bufr4/0/07/035,07,Classe 07 – Position (verticale),007035,Taille maximale de la dimension z,Numeric,0,0,12,Numeric,0,4,,,Operational,Original
bufr4/0/07/036,07,Classe 07 – Position (verticale),007036,Indice de niveau de z,Numeric,0,0,12,Numeric,0,4,,,Operational,Original
bufr4/0/07/040,07,Classe 07 – Position (verticale),007040,Paramètre d'impact,m,1,62000000,22,m,1,8,(voir note 7),74,Operational,Original
bufr4/0/07/061,07,Classe 07 – Position (verticale),007061,Profondeur sous la surface terrestre,m,2,0,14,m,2,5,,,Operational,Original
bufr4/0/07/062,07,Classe 07 – Position (verticale),007062,Profondeur sous la surface de la mer/ de l'eau,m,1,0,17,m,1,6,,,Operational,Original
bufr4/0/07/063,07,Classe 07 – Position (verticale),007063,Profondeur sous la surface de la mer/ de l'eau (cm),m,2,0,20,m,2,7,,,Operational,Original
bufr4/0/07/064,07,Classe 07 – Position (verticale),007064,Hauteur représentative du capteur au-dessus du niveau de la station,m,0,0,4,m,0,2,(voir note 8),117,Operational,Original
bufr4/0/07/065,07,Classe 07 – Position (verticale),007065,Pression hydrostatique,Pa,-3,0,17,Pa,-3,6,,,Operational,Original
bufr4/0/07/070,07,Classe 07 – Position (verticale),007070,Profondeur de lest,m,0,0,10,m,0,4,,,Operational,Original
bufr4/0/07/071,07,Classe 07 – Position (verticale),007071,Hauteur (haute résolution),m,3,-10000000,26,m,3,8,,,Operational,Original
bufr4/0/07/072,07,Classe 07 – Position (verticale),007072,Angle de balayage,deg,2,-9000,15,deg,2,6,,,Operational,Original
bufr4/0/07/073,07,Classe 07 – Position (verticale),007073,Angle entre la lune et les décalages de visée de l'espace,deg,2,0,15,deg,2,5,,,Operational,Original
bufr4/0/07/074,07,Classe 07 – Position (verticale),007074,Angle d'élévation solaire dans le cadre de référence de l'instrument,deg,2,-9000,15,deg,2,5,,,Operational,Original
bufr4/0/07/075,07,Classe 07 – Position (verticale),007075,Angle de diffusion,deg,0,0,8,deg,0,3,,,Operational,Original
bufr4/0/07/076,07,Classe 07 – Position (verticale),007076,Angle d'azimut relatif,deg,0,0,8,deg,0,3,,,Operational,Original
bufr4/0/07/077,07,Classe 07 – Position (verticale),007077,Capteur avec respect à la station,m,0,-400,12,,,,,,Operational,Original
