Category,CategoryOfSequences_fr,FXY1,Title_fr,SubTitle_fr,FXY2,ElementName_fr,ElementDescription_fr,Note_fr,Status,translated_by
22,Catégorie 22 – Séquences relatives aux substances chimiques et aux aérosols,D22028,(METOP/GOME-2),,B01007,Indicateur d’identification du satellite,,,Operational,AI Translator: MCP
22,Catégorie 22 – Séquences relatives aux substances chimiques et aux aérosols,D22028,(METOP/GOME-2),,B02019,Instruments satellitaires,,,Operational,AI Translator: MCP
22,Catégorie 22 – Séquences relatives aux substances chimiques et aux aérosols,D22028,(METOP/GOME-2),,B04001,Année,,,Operational,AI Translator: MCP
22,Catégorie 22 – Séquences relatives aux substances chimiques et aux aérosols,D22028,(METOP/GOME-2),,B04002,Mois,,,Operational,AI Translator: MCP
22,Catégorie 22 – Séquences relatives aux substances chimiques et aux aérosols,D22028,(METOP/GOME-2),,B04003,Jour,,,Operational,AI Translator: MCP
22,Catégorie 22 – Séquences relatives aux substances chimiques et aux aérosols,D22028,(METOP/GOME-2),,B04004,Heure,,,Operational,AI Translator: MCP
22,Catégorie 22 – Séquences relatives aux substances chimiques et aux aérosols,D22028,(METOP/GOME-2),,B04005,Minute,,,Operational,AI Translator: MCP
22,Catégorie 22 – Séquences relatives aux substances chimiques et aux aérosols,D22028,(METOP/GOME-2),,B04006,Seconde,,,Operational,AI Translator: MCP
22,Catégorie 22 – Séquences relatives aux substances chimiques et aux aérosols,D22028,METOP GOME-2,,B05001,Latitude (précision élevée),,,Operational,AI Translator: MCP
22,Catégorie 22 – Séquences relatives aux substances chimiques et aux aérosols,D22028,(METOP/GOME-2),,B06001,Longitude (précision élevée),,,Operational,AI Translator: MCP
22,Catégorie 22 – Séquences relatives aux substances chimiques et aux aérosols,D22028,METOP GOME-2,,B27001,Latitude (précision élevée),,,Operational,AI Translator: MCP
22,Catégorie 22 – Séquences relatives aux substances chimiques et aux aérosols,D22028,METOP GOME-2,,B28001,Longitude (précision élevée),,,Operational,AI Translator: MCP
22,Catégorie 22 – Séquences relatives aux substances chimiques et aux aérosols,D22028,METOP GOME-2,,B27001,Latitude (précision élevée),,,Operational,AI Translator: MCP
22,Catégorie 22 – Séquences relatives aux substances chimiques et aux aérosols,D22028,METOP GOME-2,,B28001,Longitude (précision élevée),,,Operational,AI Translator: MCP
22,Catégorie 22 – Séquences relatives aux substances chimiques et aux aérosols,D22028,METOP GOME-2,,B27001,Latitude (précision élevée),,,Operational,AI Translator: MCP
22,Catégorie 22 – Séquences relatives aux substances chimiques et aux aérosols,D22028,METOP GOME-2,,B28001,Longitude (précision élevée),,,Operational,AI Translator: MCP
22,Catégorie 22 – Séquences relatives aux substances chimiques et aux aérosols,D22028,METOP GOME-2,,B27001,Latitude (précision élevée),,,Operational,AI Translator: MCP
22,Catégorie 22 – Séquences relatives aux substances chimiques et aux aérosols,D22028,METOP GOME-2,,B28001,Longitude (précision élevée),,,Operational,AI Translator: MCP
22,Catégorie 22 – Séquences relatives aux substances chimiques et aux aérosols,D22028,METOP GOME-2,,B10001,Hauteur de la surface terrestre,,,Operational,AI Translator: MCP
22,Catégorie 22 – Séquences relatives aux substances chimiques et aux aérosols,D22028,METOP GOME-2,,B14019,Albédo de la surface,,,Operational,AI Translator: MCP
