Id,ClassNo,ClassName_fr,FXY,ElementName_fr,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_fr,noteIDs,Status,translated_by
bufr4/0/02/001,02,Classe 02 — Instruments BUFR/CREX,002001,Type de station,Code table,0,0,2,Code table,0,1,,,Operational,Original
bufr4/0/02/002,02,Classe 02 — Instruments BUFR/CREX,002002,Type d’instrument pour la mesure du vent,Flag table,0,0,4,Flag table,0,2,,,Operational,Original
bufr4/0/02/003,02,Classe 02 — Instruments BUFR/CREX,002003,Type d’équipement de mesure utilisé,Code table,0,0,4,Code table,0,2,,,Operational,Original
bufr4/0/02/004,02,Classe 02 — Instruments BUFR/CREX,002004,Type d’instrument utilisé pour la mesure de l’évaporation ou type de culture pour lequel est indiquée l’évapotranspiration,Code table,0,0,4,Code table,0,2,,,Operational,Original
bufr4/0/02/005,02,Classe 02 — Instruments BUFR/CREX,002005,Précision des observations de la température,K,2,0,7,K,2,3,,,Operational,Original
bufr4/0/02/006,02,Classe 03 — Instruments BUFR/CREX,002006,Type d’instrument de télédétection pour l'air supérieur,Code table,0,0,6,Code table,0,0,,,Operational,Original
bufr4/0/02/007,02,Classe 02 — Instruments BUFR/CREX,002007,Type de capteur pour les instruments de mesure de la hauteur d’eau,Code table,0,0,6,Code table,0,2,,,Operational,Original
bufr4/0/02/008,02,Classe 02 — Instruments BUFR/CREX,002008,Type de plate-forme en mer,Code table,0,0,4,Code table,0,2,,,Operational,Original
bufr4/0/02/009,02,Classe 03 — Instruments BUFR/CREX,002009,algorithme,Code table,0,0,4,Code table,0,2,,,Operational,Original
bufr4/0/02/011,02,Classe 02 — Instruments BUFR/CREX,002011,Type de radiosonde,Code table,0,0,8,Code table,0,3,,,Operational,Original
bufr4/0/02/012,02,Classe 02 — Instruments BUFR/CREX,002012,Méthode de calcul des données de radiosondage,Code table,0,0,4,Code table,0,2,,,Operational,Original
bufr4/0/02/013,02,Classe 02 — Instruments BUFR/CREX,002013,Correction du rayonnement solaire et infrarouge,Code table,0,0,4,Code table,0,2,,,Operational,Original
bufr4/0/02/014,02,Classe 02 — Instruments BUFR/CREX,002014,Technique de poursuite/état du système utilisé,Code table,0,0,7,Code table,0,3,,,Operational,Original
bufr4/0/02/015,02,Classe 02 — Instruments BUFR/CREX,002015,Degré d’équipement de la radiosonde,Code table,0,0,4,Code table,0,2,,,Operational,Original
bufr4/0/02/016,02,Classe 02 — Instruments BUFR/CREX,002016,Configuration de la radiosonde,Flag table,0,0,5,Flag table,0,2,,,Operational,Original
bufr4/0/02/017,02,Classe 02 — Instruments BUFR/CREX,002017,Algorithmes de correction pour les mesures d’humidité,Code table,0,0,5,Code table,0,2,,,Operational,Original
bufr4/0/02/019,02,Classe 02 — Instruments BUFR/CREX,002019,Instruments satellitaires,Code table,0,0,11,Code table,0,4,,,Operational,Original
bufr4/0/02/020,02,Classe 02 — Instruments BUFR/CREX,002020,Classification des satellites,Code table,0,0,9,Code table,0,3,,,Operational,Original
bufr4/0/02/021,02,Classe 02 — Instruments BUFR/CREX,002021,Données instrumentales satellitaires utilisées dans le traitement*,Flag table,0,0,9,Flag table,0,3,,,Operational,Original
bufr4/0/02/022,02,Classe 02 — Instruments BUFR/CREX,002022,Technique utilisée pour le traitement des données satellitaires,Flag table,0,0,8,Flag table,0,3,,,Operational,Original
bufr4/0/02/023,02,Classe 02 — Instruments BUFR/CREX,002023,Méthode de calcul du vent à partir de données satellitaires,Code table,0,0,4,Code table,0,2,,,Operational,Original
bufr4/0/02/024,02,Classe 02 — Instruments BUFR/CREX,002024,Méthode de calcul de l’humidité moyenne intégrée,Code table,0,0,4,Code table,0,2,,,Operational,Original
bufr4/0/02/025,02,Classe 02 — Instruments BUFR/CREX,002025,Canal/canaux de satellite utilisé(s) pour les calculs d’indicateurs,Flag table,0,0,25,Flag table,0,9,,,Operational,Original
