Category,CategoryOfSequences_fr,FXY1,Title_fr,SubTitle_fr,FXY2,ElementName_fr,ElementDescription_fr,Note_fr,Status,translated_by
00,Séquences d'entrées de table CREX,D00002,,,B00002,"Table A: description de la catégorie de données, ligne 1",,,Operational,AI Translator: MCP
00,Séquences d'entrées de table CREX,D00002,,,B00003,"Table A: description de la catégorie de données, ligne 2",,,Operational,AI Translator: MCP
00,Séquences d'entrées de table CREX,D00003,"(Descripteurs F, X, Y à ajouter ou à définir)",,B00010,Descripteur F à ajouter ou à définir,,,Operational,AI Translator: MCP
00,Séquences des entrées de table CREX,D00003,"(Descripteurs F, X, Y à ajouter ou à définir)",,B00011,Descripteur X à ajouter ou à définir,,,Operational,AI Translator: MCP
00,Séquences des entrées de la table CREX,D00003,"(Descripteurs F, X, Y à ajouter ou à définir)",,B00012,Descripteur Y à ajouter ou à définir,,,Operational,AI Translator: MCP
00,Séquences des entrées de la table CREX,D00004,,,D00003,"Descripteurs F, X, Y à ajouter ou à définir",,,Operational,AI Translator: MCP
00,Séquences des entrées de la table CREX,D00004,,,B00013,"Nom de l'élément, ligne 1",,,Operational,AI Translator: MCP
00,Séquences des entrées de la table CREX,D00004,,,B00014,"Nom de l'élément, ligne 2",,,Operational,AI Translator: MCP
00,Séquences des entrées de la table CREX,D00004,,,B00015,Nom des unités,,,Operational,AI Translator: MCP
00,Séquences des entrées de la table CREX,D00004,,,B00016,Signe du facteur d'échelle,,,Operational,AI Translator: MCP
00,Séquences des entrées de la table CREX,D00004,,,B00017,Facteur d'échelle,,,Operational,AI Translator: MCP
00,Séquences des entrées de la table CREX,D00004,,,B00018,Signe de la référence des unités,,,Operational,AI Translator: MCP
00,Séquences des entrées de la table CREX,D00004,,,B00019,Valeur de la référence des unités,,,Operational,AI Translator: MCP
00,Séquences des entrées de la table CREX,D00004,,,B00020,Champ de données de l'élément,,,Operational,AI Translator: MCP
00,Séquences des entrées de la table CREX,D00010,,,D00003,"Descripteurs F, X, Y à ajouter ou à définir",,,Operational,AI Translator: MCP
00,Séquences des entrées de la table CREX,D00010,,,R01000,Répétition différée de 1 descripteur,,,Operational,AI Translator: MCP
00,Séquences des entrées de la table CREX,D00010,,,B00030,Séquence définissant le descripteur,,,Operational,AI Translator: MCP
00,Séquences des entrées de la table CREX,D00015,Définition de la table de codes,,B00030,Séquence définissant le descripteur,,,Operational,AI Translator: MCP
00,Séquences des entrées de la table CREX,D00015,Définition de la table de codes,,R02000,Répétition différée de 2 descripteurs,Jusqu'à 9999 entrées,,Operational,AI Translator: MCP
00,Séquences des entrées de la table CREX,D00015,Définition de la table de codes,,B00024,Chiffre de code,,,Operational,AI Translator: MCP
00,Séquences des entrées de la table CREX,D00015,Définition de la table de codes,,B00025,Signification du chiffre de code,,,Operational,AI Translator: MCP
00,Séquences des entrées de la table CREX,D00016,table d'indicateurs,,B00030,Séquence définissant le descripteur,,,Operational,AI Translator: MCP
00,Séquences des entrées de la table CREX,D00016,Définition de la table d'indicateurs,,R02000,Répétition différée de 2 descripteurs,,,Operational,AI Translator: MCP
00,Séquences des entrées de la table CREX,D00016,table d'indicateurs,,B00026,Numéro de bit,,,Operational,AI Translator: MCP
00,Séquences des entrées de la table CREX,D00016,table d'indicateurs,,B00027,Signification du numéro de bit,,,Operational,AI Translator: MCP
