Id,FXY,ElementName_fr,CodeFigure,EntryName_fr,EntryName_sub1_fr,EntryName_sub2_fr,Note_fr,noteIDs,Status
bufr4/0/21/066/1,021066,Données sur le degré de confiance du produit SAR mode vague,1,Équipement de traitement ne fonctionne pas,,,,,Operational
bufr4/0/21/066/2,021066,Données sur le degré de confiance du produit SAR mode vague,2,Équipement en panne,,,,,Operational
bufr4/0/21/066/3,021066,Données sur le degré de confiance du produit SAR mode vague,3,Code de fréquence de répétition (PRF) modifié pendant la formation de l'image,,,,,Operational
bufr4/0/21/066/4,021066,Données sur le degré de confiance du produit SAR mode vague,4,Fenêtre d'échantillonnage modifiée pendant la formation de l'image,,,,,Operational
bufr4/0/21/066/5,021066,Données sur le degré de confiance du produit SAR mode vague,5,Gain modifié pendant la formation de l'image,,,,,Operational
bufr4/0/21/066/6,021066,Données sur le degré de confiance du produit SAR mode vague,6,"La réplique de ""Chirp"" dépasse la valeur spécifiée",,,,,Operational
bufr4/0/21/066/7,021066,Données sur le degré de confiance du produit SAR mode vague,7,Écart moyen et écart type de données d'entrée en phase et en quadrature hors de portée,,,,,Operational
bufr4/0/21/066/8,021066,Données sur le degré de confiance du produit SAR mode vague,8,Degré de confiance du point médian Doppler > à valeur MMCC,,,,,Operational
bufr4/0/21/066/9,021066,Données sur le degré de confiance du produit SAR mode vague,9,Valeur absolue du point médian Doppler > PRF/2,,,,,Operational
bufr4/0/21/066/10,021066,Données sur le degré de confiance du produit SAR mode vague,10,Degré de confiance d'ambiguïté Doppler < à valeur MMCC,,,,,Operational
bufr4/0/21/066/11,021066,Données sur le degré de confiance du produit SAR mode vague,11,Écart moyen et écart type de données de sortie ≤ valeur MMCC,,,,,Operational
bufr4/0/21/066/12-bits-mis-à-1,021066,Données sur le degré de confiance du produit SAR mode vague,12 bits mis à 1,Valeur manquante,,,,,Operational
bufr4/0/21/067/1,021067,Données sur le degré de confiance du produit concernant le vent,1,Pas de calcul faisceau avant,,,,,Operational
bufr4/0/21/067/2,021067,Données sur le degré de confiance du produit concernant le vent,2,Pas de calcul faisceau médian,,,,,Operational
bufr4/0/21/067/3,021067,Données sur le degré de confiance du produit concernant le vent,3,Pas de calcul faisceau arrière,,,,,Operational
bufr4/0/21/067/4,021067,Données sur le degré de confiance du produit concernant le vent,4,Arcage faisceau avant détecté,,,,,Operational
bufr4/0/21/067/5,021067,Données sur le degré de confiance du produit concernant le vent,5,Arcage faisceau médian détecté,,,,,Operational
bufr4/0/21/067/6,021067,Données sur le degré de confiance du produit concernant le vent,6,Arcage faisceau arrière détecté,,,,,Operational
bufr4/0/21/067/7,021067,Données sur le degré de confiance du produit concernant le vent,7,Tout contenu de bruit de faisceau supérieur ou égal au seuil,,,,,Operational
bufr4/0/21/067/8,021067,Données sur le degré de confiance du produit concernant le vent,8,Terre (toute portion de terre située dans la cellule d'empreinte au sol),,,,,Operational
bufr4/0/21/067/9,021067,Données sur le degré de confiance du produit concernant le vent,9,Retrait d'ambiguïté autonome non utilisé,,,,,Operational
