Id,FXY,ElementName_fr,CodeFigure,EntryName_fr,EntryName_sub1_fr,EntryName_sub2_fr,Note_fr,noteIDs,Status
bufr4/0/20/003,020003,Temps présent,,00-49   Pas de précipitations à la station au moment de l'observation,,,,,Operational
bufr4/0/20/003,020003,Temps présent,,"00-19   Pas de précipitations, de brouillard, de brouillard glacé (exception faite pour 11 et 12), de tempête de poussière, de tempête de sable, de chasse-neige basse ou élevée à la station* au moment de l'observation ou, exception faite pour 09 et 17, durant l'heure précédente",,,,,Operational
bufr4/0/20/003,020003,Temps présent,,00-03   Pas de météores excepté des photométéores,,,,,Operational
bufr4/0/20/003/00,020003,Temps présent,00,On n'a pas observé d'évolution des nuages ou l'on n'a pas pu suivre cette évolution,,,,,Operational
bufr4/0/20/003/01,020003,Temps présent,01,"Dans l'ensemble, nuages se dissipant ou devenant moins épais",Changement caractéristique de l'état du ciel durant l'heure qui vient de s'écouler,,,,Operational
bufr4/0/20/003/02,020003,Temps présent,02,État du ciel inchangé dans l'ensemble,Changement caractéristique de l'état du ciel durant l'heure qui vient de s'écouler,,,,Operational
bufr4/0/20/003/03,020003,Temps présent,03,Nuages en formation ou en train de se développer,Changement caractéristique de l'état du ciel durant l'heure qui vient de s'écouler,,,,Operational
bufr4/0/20/003,020003,Temps présent,,"04-09   Brume sèche, poussière, sable ou fumée",,,,,Operational
bufr4/0/20/003/04,020003,Temps présent,04,"Visibilité réduite par de la fumée, par exemple: feu de brousse ou incendie de forêt, des fumées industrielles ou des cendres volcaniques",,,,,Operational
bufr4/0/20/003/05,020003,Temps présent,05,Brume sèche,,,,,Operational
bufr4/0/20/003/06,020003,Temps présent,06,"Poussières en suspension dans l'air d'une manière généralisée, non brassées par le vent à la station ou à proximité de celle-ci au moment de l'observation",,,,,Operational
bufr4/0/20/003/07,020003,Temps présent,07,"Poussières ou sable brassés par le vent à la station ou à proximité de celle-ci au moment de l'observation, mais absence de tourbillon(s) de poussière ou de sable caractérisé(s), et pas de tempête de poussière ou de sable observée; ou embruns observés à la station, lorsqu'il s'agit d'une station en mer ou d'une station côtière",,,,,Operational
bufr4/0/20/003/08,020003,Temps présent,08,"Tourbillon(s) de poussière ou de sable caractérisé(s), observé(s) à la station ou à proximité de celle-ci durant l'heure précédente ou au moment de l'observation, mais pas de tempête de poussière ou de sable",,,,,Operational
bufr4/0/20/003/09,020003,Temps présent,09,"Tempête de poussière ou de sable en vue de la station au moment de l'observation, ou à la station même pendant l'heure précédente",,,,,Operational
bufr4/0/20/003/10,020003,Temps présent,10,Brume,,,,,Operational
bufr4/0/20/003/11,020003,Temps présent,11,En bancs,"mince couche de brouillard ou de brouillard glacé à la station, qu'il s'agisse d'une station terrestre ou d'une station en mer, d'une épaisseur n'excédant pas 2 mètres sur terre ou 10 mètres en mer",,,,Operational
bufr4/0/20/003/12,020003,Temps présent,12,Plus ou moins continue,"mince couche de brouillard ou de brouillard glacé à la station, qu'il s'agisse d'une station terrestre ou d'une station en mer, d'une épaisseur n'excédant pas 2 mètres sur terre ou 10 mètres en mer",,,,Operational
bufr4/0/20/003/13,020003,Temps présent,13,"Éclairs visibles, tonnerre non perceptible",,,,,Operational
bufr4/0/20/003/14,020003,Temps présent,14,"Précipitations en vue, n'atteignant pas le sol ou la surface de la mer",,,,,Operational
bufr4/0/20/003/15,020003,Temps présent,15,"Précipitations en vue, atteignant le sol ou la surface de la mer, mais distantes (c'est-à-dire à plus de 5 km à l'estime) de la station",,,,,Operational
bufr4/0/20/003/16,020003,Temps présent,16,"Précipitations en vue, atteignant le sol ou la surface de la mer, près de la station mais pas à la station même",,,,,Operational
bufr4/0/20/003/17,020003,Temps présent,17,"Orage, mais pas de précipitations au moment de l'observation",,,,,Operational
bufr4/0/20/003/18,020003,Temps présent,18,Grains,à la station ou en vue de celle-ci pendant l'heure précédente ou au moment de l'observation,,,,Operational
bufr4/0/20/003/19,020003,Temps présent,19,Trombe(s)**,à la station ou en vue de celle-ci pendant l'heure précédente ou au moment de l'observation,,,,Operational
bufr4/0/20/003,020003,Temps présent,,"20-29   Précipitations, brouillard, brouillard glacé ou orage à la station au cours de l'heure précédente, mais non au moment de l'observation",,,,,Operational
bufr4/0/20/003/20,020003,Temps présent,20,Bruine (ne se congelant pas) ou neige en grains,pas sous forme d'averse(s),,,,Operational
bufr4/0/20/003/21,020003,Temps présent,21,Pluie (ne se congelant pas),pas sous forme d'averse(s),,,,Operational
bufr4/0/20/003/22,020003,Temps présent,22,Neige,pas sous forme d'averse(s),,,,Operational
bufr4/0/20/003/23,020003,Temps présent,23,Pluie et neige mêlées ou granules de glace,pas sous forme d'averse(s),,,,Operational
bufr4/0/20/003/24,020003,Temps présent,24,Bruine ou pluie se congelant,,,,,Operational
bufr4/0/20/003/25,020003,Temps présent,25,Averse(s) de pluie,,,,,Operational
bufr4/0/20/003/26,020003,Temps présent,26,"Averse(s) de neige, ou de pluie et de neige",,,,,Operational
bufr4/0/20/003/27,020003,Temps présent,27,"Averse(s) de grêle*, ou de pluie et de grêle*",,,,,Operational
bufr4/0/20/003/28,020003,Temps présent,28,Brouillard ou brouillard glacé,,,,,Operational
bufr4/0/20/003/29,020003,Temps présent,29,Orage (avec ou sans précipitations),,,,,Operational
