Id,ClassNo,ClassName_fr,FXY,ElementName_fr,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_fr,noteIDs,Status,translated_by
bufr4/0/25/001,25,Classe 25 — Informations sur le traitement,025001,Distance de la porte d'intégration,,-1,0,6,,-1,2,,,Operational,Original
bufr4/0/25/002,25,Classe 25 — Informations sur le traitement,025002,Nombre moyen de portes,,0,0,4,,0,2,,,Operational,Original
bufr4/0/25/003,25,Classe 25 — Informations sur le traitement,025003,Nombre d'impulsions intégrées,,0,0,8,,0,3,,,Operational,Original
bufr4/0/25/004,25,Classe 25 — Informations sur le traitement,025004,Traitement des échos,,0,0,2,,0,1,,,Operational,Original
bufr4/0/25/005,25,Classe 25 — Informations sur le traitement,025005,Intégration des échos,,0,0,2,,0,1,,,Operational,Original
bufr4/0/25/006,25,Classe 25 — Informations sur le traitement,025006,Conversion Z – R,,0,0,3,,0,1,,,Operational,Original
bufr4/0/25/007,25,Classe 25 — Informations sur le traitement,025007,Facteur de conversion Z – R,,0,0,12,,0,4,,,Operational,Original
bufr4/0/25/008,25,Classe 25 — Informations sur le traitement,025008,Exposant de conversion Z – R,,2,0,9,,2,3,,,Operational,Original
bufr4/0/25/009,25,Classe 25 — Informations sur le traitement,025009,Méthode d'étalonnage,,0,0,4,,0,2,(voir note 3),56,Operational,Original
bufr4/0/25/010,25,Classe 25 — Informations sur le traitement,025010,Traitement des échos fixes,,0,0,4,,0,2,,,Operational,Original
bufr4/0/25/011,25,Classe 25 — Informations sur le traitement,025011,Correction des échos de sol (filtrage),,0,0,2,,0,1,,,Operational,Original
bufr4/0/25/012,25,Classe 25 — Informations sur le traitement,025012,Correction de l'atténuation de portée,,0,0,2,,0,1,,,Operational,Original
bufr4/0/25/013,25,Classe 25 — Informations sur le traitement,025013,Correction de la bande brillante,,0,0,2,,0,1,,,Operational,Original
bufr4/0/25/014,25,Classe 25 — Informations sur le traitement,025014,Coupure azimutale due au fouillis,,0,0,12,,0,4,(voir note 1),15,Operational,Original
bufr4/0/25/015,25,Classe 25 — Informations sur le traitement,025015,Correction de l'atténuation par le radôme,,0,0,2,,0,1,,,Operational,Original
bufr4/0/25/016,25,Classe 25 — Informations sur le traitement,025016,Correction de l'atténuation en air clair,,5,0,6,,5,2,,,Operational,Original
bufr4/0/25/017,25,Classe 25 — Informations sur le traitement,025017,Correction de l'atténuation par les précipitations,,0,0,2,,0,1,,,Operational,Original
bufr4/0/25/018,25,Classe 25 — Informations sur le traitement,025018,Loi reliant A à Z pour le facteur d'atténuation,,7,0,6,,7,2,,,Operational,Original
bufr4/0/25/019,25,Classe 25 — Informations sur le traitement,025019,Loi reliant A à Z pour l'exposant d'atténuation,,2,0,7,,2,3,,,Operational,Original
bufr4/0/25/020,25,Classe 25 — Informations sur le traitement,025020,Estimation de la vitesse moyenne,,0,0,2,,0,1,,,Operational,Original
bufr4/0/25/021,25,Classe 25 — Informations sur le traitement,025021,Renforcement du calcul du vent,,0,0,8,,0,3,,,Operational,Original
bufr4/0/25/022,25,Classe 25 — Informations sur le traitement,025022,Indicateur de rejet des données GHRSST*,,0,0,9,,0,3,,,Operational,Original
bufr4/0/25/023,25,Classe 25 — Informations sur le traitement,025023,Indicateur de confiance des données GHRSST,,0,0,9,,0,3,,,Operational,Original
bufr4/0/25/024,25,Classe 25 — Informations sur le traitement,025024,Qualité des données GHRSST,,0,0,4,,0,2,,,Operational,Original
bufr4/0/25/025,25,Classe 25 — Informations sur le traitement,025025,Voltage de la batterie,,1,0,9,,1,3,,,Operational,Original
bufr4/0/25/026,25,Classe 25 — Informations sur le traitement,025026,Tension de la batterie (grande portée),,1,0,12,,1,4,,,Operational,Original
bufr4/0/25/028,25,Classe 25 — Informations sur le traitement,025028,Paramètre défini par l'exploitant ou le fabricant,,1,-16384,15,,1,5,,,Operational,Original
bufr4/0/25/029,25,Classe 25 — Informations sur le traitement,025029,Méthode d'étalonnage,,0,0,6,,0,2,(voir note 3),56,Operational,Original
bufr4/0/25/030,25,Classe 25 — Informations sur le traitement,025030,Moyenne mobile de la température de la mer en surface,,0,0,2,,0,1,,,Operational,Original
bufr4/0/25/031,25,Classe 25 — Informations sur le traitement,025031,Méthode d'éclaircissage des profils verticaux établis par la prévision numérique du temps,,0,0,3,,0,1,,,Operational,Original
bufr4/0/25/032,25,Classe 25 — Informations sur le traitement,025032,Information sur le mode du profileur de vent,,0,0,2,,0,1,(voir note 2),131,Operational,Original
bufr4/0/25/033,25,Classe 25 — Informations sur le traitement,025033,Information sur le sous-mode du profileur de vent,,0,0,2,,0,1,(voir note 2),131,Operational,Original
bufr4/0/25/034,25,Classe 25 — Informations sur le traitement,025034,Résultats des essais de contrôle de la qualité du profileur de vent,,0,0,4,,0,2,(voir note 2),131,Operational,Original
bufr4/0/25/035,25,Classe 25 — Informations sur le traitement,025035,Méthode de décision pour la polarité,,0,0,3,,0,1,(voir note 5),34,Operational,Original
bufr4/0/25/036,25,Classe 25 — Informations sur le traitement,025036,Méthode de localisation des atmosphériques,,0,0,4,,0,2,,,Operational,Original
bufr4/0/25/037,25,Classe 25 — Informations sur le traitement,025037,Biais de la SST,,2,-127,8,,2,3,,,Operational,Original
bufr4/0/25/038,25,Classe 25 — Informations sur le traitement,025038,Différence entre la valeur observée de la SST et la valeur analysée,,1,-127,8,,1,3,,,Operational,Original
bufr4/0/25/040,25,Classe 25 — Informations sur le traitement,025040,Produit de vent obtenu par traceur au CO2,,0,0,4,,0,2,,,Operational,Original
bufr4/0/25/041,25,Classe 25 — Informations sur le traitement,025041,Méthode de transmission de la direction de la plate-forme mobile,,0,0,2,,0,1,,,Operational,Original
bufr4/0/25/042,25,Classe 25 — Informations sur le traitement,025042,Méthode de transmission de la vitesse de la plate-forme mobile,,0,0,2,,0,1,,,Operational,Original
bufr4/0/25/043,25,Classe 25 — Informations sur le traitement,025043,Intervalle d'échantillonnage des vagues (temps),,4,0,15,,4,5,,,Operational,Original
bufr4/0/25/044,25,Classe 25 — Informations sur le traitement,025044,Intervalle d'échantillonnage des vagues (espace),,2,0,14,,2,5,,,Operational,Original
bufr4/0/25/045,25,Classe 25 — Informations sur le traitement,025045,Combinaison de canaux de sondeur HIRS,,0,0,21,,0,7,,,Operational,Original
bufr4/0/25/046,25,Classe 25 — Informations sur le traitement,025046,Combinaison de canaux de sondeur MSU,,0,0,5,,0,2,,,Operational,Original
bufr4/0/25/047,25,Classe 25 — Informations sur le traitement,025047,Combinaison de canaux de sondeur SSU,,0,0,4,,0,2,,,Operational,Original
bufr4/0/25/048,25,Classe 25 — Informations sur le traitement,025048,Combinaison de canaux de sondeur AMSU-A,,0,0,16,,0,6,,,Operational,Original
bufr4/0/25/049,25,Classe 25 — Informations sur le traitement,025049,Combinaison de canaux de sondeur AMSU-B,,0,0,6,,0,2,,,Operational,Original
bufr4/0/25/050,25,Classe 25 — Informations sur le traitement,025050,Indice de qualité de la composante principale,,4,-131072,18,,4,6,,,Operational,Original
bufr4/0/25/051,25,Classe 25 — Informations sur le traitement,025051,Combinaison de canaux de radiomètre AVHRR,,0,0,7,,0,3,,,Operational,Original
bufr4/0/25/052,25,Classe 25 — Informations sur le traitement,025052,Log10 de l'ajustement normalisé aux données des composantes principales,,4,0,15,,4,5,,,Operational,Original
bufr4/0/25/053,25,Classe 25 — Informations sur le traitement,025053,Qualité des observations,,0,0,12,,0,4,,,Operational,Original
bufr4/0/25/054,25,Classe 25 — Informations sur le traitement,025054,Numéro d'identification de la sous-trame SSMIS,,0,0,5,,0,2,,,Operational,Original
bufr4/0/25/055,25,Classe 25 — Informations sur le traitement,025055,Télémaintenance du multiplexeur,,2,0,16,,2,5,,,Operational,Original
bufr4/0/25/056,25,Traitement de l'information,025056,Estimation d'erreur normalisée dans la mesure de rétrodiffusion (Coefficient de variance Kp),Numeric,4,0,14,Numeric,4,5,,,Operational,AI Translator: MCP
bufr4/0/25/060,25,Classe 25 — Informations sur le traitement,025060,Identification du logiciel,,0,0,14,,0,5,(voir note 2),131,Operational,Original
bufr4/0/25/061,25,Classe 25 — Informations sur le traitement,025061,Identification du logiciel et numéro de version,,0,0,96,,0,12,,,Operational,Original
bufr4/0/25/062,25,Classe 25 — Informations sur le traitement,025062,Identification de la base de données,,0,0,14,,0,5,,,Operational,Original
bufr4/0/25/063,25,Classe 25 — Informations sur le traitement,025063,Indicateur du système ou processeur central,,0,0,8,,0,3,(voir note 6),71,Operational,Original
bufr4/0/25/065,25,Classe 25 — Informations sur le traitement,025065,Correction de l'orientation (azimut),,2,-1000,11,,2,4,,,Operational,Original
