Id,FXY,ElementName_fr,CodeFigure,EntryName_fr,EntryName_sub1_fr,EntryName_sub2_fr,Note_fr,noteIDs,Status,translated_by
bufr4/0/33/002/0,033002,Informations sur la qualité,0,Données certaines,,,,,Operational,Original
bufr4/0/33/002/1,033002,Informations sur la qualité,1,Données douteuses,,,,,Operational,Original
bufr4/0/33/002/2,033002,Informations sur la qualité,2,En réserve,,,,,Operational,Original
bufr4/0/33/002/3,033002,Informations sur la qualité,3,Informations sur la qualité non communiquées,,,,,Operational,Original
bufr4/0/33/003/0,033003,Informations sur la qualité,0,Données certaines,,,,,Operational,Original
bufr4/0/33/003/1,033003,Informations sur la qualité,1,Données légèrement douteuses,,,,,Operational,Original
bufr4/0/33/003/2,033003,Informations sur la qualité,2,Données très douteuses,,,,,Operational,Original
bufr4/0/33/003/3,033003,Informations sur la qualité,3,Données considérées comme inexploitables,,,,,Operational,Original
bufr4/0/33/003/4-6,033003,Informations sur la qualité,4-6,En réserve,,,,,Operational,Original
bufr4/0/33/003/7,033003,Informations sur la qualité,7,Informations sur la qualité non communiquées,,,,,Operational,Original
bufr4/0/33/005/1,033005,Informations sur la qualité (données des stations météorologiques automatiques),1,Aucune vérification automatique des données météorologiques n'a été effectuée,,,,,Operational,Original
bufr4/0/33/005/2,033005,Informations sur la qualité (données des stations météorologiques automatiques),2,Données douteuses - Pression,,,,,Operational,Original
bufr4/0/33/005/3,033005,Informations sur la qualité (données des stations météorologiques automatiques),3,Données douteuses – Vent,,,,,Operational,Original
bufr4/0/33/005/4,033005,Informations sur la qualité (données des stations météorologiques automatiques),4,Données douteuses - Température de l'air,,,,,Operational,Original
bufr4/0/33/005/5,033005,Informations sur la qualité (données des stations météorologiques automatiques),5,Données douteuses - Température du thermomètre mouillé,,,,,Operational,Original
bufr4/0/33/005/6,033005,Informations sur la qualité (données des stations météorologiques automatiques),6,Données douteuses - Humidité,,,,,Operational,Original
bufr4/0/33/005/7,033005,Informations sur la qualité (données des stations météorologiques automatiques),7,Données douteuses - Température au sol,,,,,Operational,Original
bufr4/0/33/005/8,033005,Informations sur la qualité (données des stations météorologiques automatiques),8,Données douteuses - Température du sol (profondeur 1),,,,,Operational,Original
bufr4/0/33/005/9,033005,Informations sur la qualité (données des stations météorologiques automatiques),9,Données douteuses – Température du sol (profondeur 2),,,,,Operational,Original
bufr4/0/33/005/10,033005,Informations sur la qualité (données des stations météorologiques automatiques),10,Données douteuses - Température du sol (profondeur 3),,,,,Operational,Original
bufr4/0/33/005/11,033005,Informations sur la qualité (données des stations météorologiques automatiques),11,Données douteuses - Température du sol (profondeur 4),,,,,Operational,Original
bufr4/0/33/005/12,033005,Informations sur la qualité (données des stations météorologiques automatiques),12,Données douteuses - Température du sol (profondeur 5),,,,,Operational,Original
bufr4/0/33/005/13,033005,Informations sur la qualité (données des stations météorologiques automatiques),13,Données douteuses - Nuages,,,,,Operational,Original
bufr4/0/33/005/14,033005,Informations sur la qualité (données des stations météorologiques automatiques),14,Données douteuses - Visibilité,,,,,Operational,Original
bufr4/0/33/005/15,033005,Informations sur la qualité (données des stations météorologiques automatiques),15,Données douteuses – Temps présent,,,,,Operational,Original
bufr4/0/33/005/16,033005,Informations sur la qualité (données des stations météorologiques automatiques),16,Données douteuses - Foudre,,,,,Operational,Original
