Id,FXY,ElementName_fr,CodeFigure,EntryName_fr,EntryName_sub1_fr,EntryName_sub2_fr,Note_fr,noteIDs,Status
bufr4/0/29/001/0,029001,Type de projection,0,Projection gnomonique,,,,,Operational
bufr4/0/29/001/1,029001,Type de projection,1,Projection stéréographique polaire,,,,,Operational
bufr4/0/29/001/2,029001,Type de projection,2,Projection conique conforme de Lambert,,,,,Operational
bufr4/0/29/001/3,029001,Type de projection,3,Projection de Mercator,,,,,Operational
bufr4/0/29/001/4,029001,Type de projection,4,Cône de balayage (radar),,,*,,Operational
bufr4/0/29/001/5,029001,Type de projection,5,En réserve,,,,,Operational
bufr4/0/29/001/6,029001,Type de projection,6,Pas de projection,,,,,Operational
bufr4/0/29/001/7,029001,Type de projection,7,Valeur manquante,,,,,Operational
bufr4/0/29/002/0,029002,Type de grille de coordonnées,0,Cartésienne,,,,,Operational
bufr4/0/29/002/1,029002,Type de grille de coordonnées,1,Polaire,,,,,Operational
bufr4/0/29/002/2,029002,Type de grille de coordonnées,2,Autre,,,,,Operational
bufr4/0/29/002/3-6,029002,Type de grille de coordonnées,3-6,En réserve,,,,,Operational>> b1238dc (put french translation for comparison)
bufr4/0/29/002/7,029002,Type de grille de coordonnées,7,Valeur manquante,,,,,Operational
