Id,FXY,ElementName_fr,CodeFigure,EntryName_fr,EntryName_sub1_fr,EntryName_sub2_fr,Note_fr,noteIDs,Status
bufr4/0/35/000/000-099,035000,FM et numéro de code régional,000-099,Codes FM internationaux,,,,,Operational
bufr4/0/35/000/100-199,035000,FM et numéro de code régional,100-199,Codes pour la Région I,,,,,Operational
bufr4/0/35/000/200-299,035000,FM et numéro de code régional,200-299,Codes pour la Région II,,,,,Operational
bufr4/0/35/000/300-399,035000,FM et numéro de code régional,300-399,Codes pour la Région III,,,,,Operational
bufr4/0/35/000/400-499,035000,FM et numéro de code régional,400-499,Codes pour la Région IV,,,,,Operational
bufr4/0/35/000/500-599,035000,FM et numéro de code régional,500-599,Codes pour la Région V,,,,,Operational
bufr4/0/35/000/600-699,035000,FM et numéro de code régional,600-699,Codes pour la Région VI,,,,,Operational
bufr4/0/35/000/700-799,035000,FM et numéro de code régional,700-799,Codes pour l'Antarctique,,,,,Operational
bufr4/0/35/000/800-999,035000,FM et numéro de code régional,800-999,En réserve,,,,,Operational
bufr4/0/35/000/1000-1022,035000,FM et numéro de code régional,1000-1022,Inutilisés,,,,,Operational
bufr4/0/35/000/1023,035000,FM et numéro de code régional,1023,Valeur manquante,,,,,Operational
bufr4/0/35/001/0,035001,Base de temps pour le contrôle,0,En temps réel,,,,,Operational
bufr4/0/35/001/1,035001,Base de temps pour le contrôle,1,En temps quasi réel,,,,,Operational
bufr4/0/35/001/2,035001,Base de temps pour le contrôle,2,En différé,,,,,Operational
bufr4/0/35/001/3-6,035001,Base de temps pour le contrôle,3-6,En réserve,,,,,Operational
bufr4/0/35/001/7,035001,Base de temps pour le contrôle,7,Valeur manquante,,,,,Operational
bufr4/0/35/030/0,035030,Divergences dans la disponibilité des données attendues,0,Aucune divergence,,,,,Operational
bufr4/0/35/030/1,035030,Divergences dans la disponibilité des données attendues,1,Non-respect des pratiques et des procédures normalisées et recommandées y compris celles qui concernent le contrôle,,,,,Operational
bufr4/0/35/030/2,035030,Divergences dans la disponibilité des données attendues,2,Catalogues de bulletins météorologiques non mis à jour à temps,,,,,Operational
bufr4/0/35/030/3,035030,Divergences dans la disponibilité des données attendues,3,Annuaires d'acheminement incorrects,,,,,Operational
bufr4/0/35/030/4,035030,Divergences dans la disponibilité des données attendues,4,Manque de souplesse dans les dispositions d'acheminement,,,,,Operational
bufr4/0/35/030/5,035030,Divergences dans la disponibilité des données attendues,5,Anomalies dans l'exploitation des centres et des circuits du SMT,,,,,Operational
bufr4/0/35/030/6,035030,Divergences dans la disponibilité des données attendues,6,Perte de données ou retard dans la transmission de données sur le SMT,,,,,Operational
bufr4/0/35/030/7,035030,Divergences dans la disponibilité des données attendues,7,Acheminement des données différent de l'acheminement prévu par le plan,,,,,Operational
bufr4/0/35/030/8,035030,Divergences dans la disponibilité des données attendues,8,Fautes diverses,,,,,Operational
bufr4/0/35/030/9-14,035030,Divergences dans la disponibilité des données attendues,9-14,En réserve,,,,,Operational
bufr4/0/35/030/15,035030,Divergences dans la disponibilité des données attendues,15,Valeur manquante,,,,,Operational
bufr4/0/35/031/1,035031,Qualification du contrôle des résultats,1,Suffisants et d'une qualité acceptable dans l'ensemble,,,,,Operational
bufr4/0/35/031/2,035031,Qualification du contrôle des résultats,2,Suffisants mais d'une qualité partiellement acceptable,,,,,Operational
bufr4/0/35/031/3,035031,Qualification du contrôle des résultats,3,Insuffisants mais d'une qualité acceptable dans l'ensemble,,,,,Operational
bufr4/0/35/031/4,035031,Qualification du contrôle des résultats,4,Insuffisants et d'une qualité inacceptable,,,,,Operational
bufr4/0/35/031/5,035031,Qualification du contrôle des résultats,5,Caractère incomplet de certains messages,,,,,Operational
bufr4/0/35/031/6,035031,Qualification du contrôle des résultats,6,Groupes suspects ou mal chiffrés ne pouvant être interprétés en toute confiance,,,,,Operational
bufr4/0/35/031/7,035031,Qualification du contrôle des résultats,7,Erreurs grossières de chiffrement,,,,,Operational
bufr4/0/35/031/8,035031,Qualification du contrôle des résultats,8,Ordre séquentiel de transmission non respecté,,,,,Operational
bufr4/0/35/031/9,035031,Qualification du contrôle des résultats,9,Message complètement embrouillé et rejeté,,,,,Operational
bufr4/0/35/031/10,035031,Qualification du contrôle des résultats,10,Anomalies identifiées et rectifiées,,,,,Operational
bufr4/0/35/031/11,035031,Qualification du contrôle des résultats,11,Anomalies identifiées mais non rectifiées,,,,,Operational
bufr4/0/35/031/12,035031,Qualification du contrôle des résultats,12,Anomalies non identifiées,,,,,Operational
bufr4/0/35/031/13,035031,Qualification du contrôle des résultats,13,Erreur de mesure,,,,,Operational
bufr4/0/35/031/14,035031,Qualification du contrôle des résultats,14,Incohérence mutuelle,,,,,Operational
bufr4/0/35/031/15,035031,Qualification du contrôle des résultats,15,Incohérence temporelle,,,,,Operational
bufr4/0/35/031/16,035031,Qualification du contrôle des résultats,16,Erreur de prévision,,,,,Operational
bufr4/0/35/031/17,035031,Qualification du contrôle des résultats,17,Erreur systématique,,,,,Operational
bufr4/0/35/031/18,035031,Qualification du contrôle des résultats,18,Amélioration du système de contrôle de la qualité,,,,,Operational
bufr4/0/35/031/19,035031,Qualification du contrôle des résultats,19,Développement des programmes de formation,,,,,Operational
bufr4/0/35/031/20-98,035031,Qualification du contrôle des résultats,20-98,En réserve,,,,,Operational
