Category,CategoryOfSequences_fr,FXY1,Title_fr,SubTitle_fr,FXY2,ElementName_fr,ElementDescription_fr,Note_fr,Status,translated_by
16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,D16001,,,D01011,"et trajectoire et évolution prévues) Année, mois, jour",,,Operational,AI Translator: MCP
16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,D16001,,,B04004,Heure,,,Operational,AI Translator: MCP
16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,D16001,,,D01023,Latitude/longitude (faible précision),,,Operational,AI Translator: MCP
16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,D16001,,,B01021,Indicateur d'identification de la caractéristique synoptique,,,Operational,AI Translator: MCP
16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,D16001,,,B02041,Méthode d'estimation utilisée pour les comptes rendus relatifs aux caractéristiques synoptiques,,,Operational,AI Translator: MCP
16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,D16001,,,B19001,Type de la caractéristique synoptique,,,Operational,AI Translator: MCP
16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,D16001,,,B10051,Pression ramenée au niveau moyen de la mer,,,Operational,AI Translator: MCP
16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,D16001,,,B19002,Rayon réel de la caractéristique,,,Operational,AI Translator: MCP
16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,D16001,,,B19003,Seuil de vitesse du vent,Généralement 15 m s-1,,Operational,AI Translator: MCP
16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,D16001,,,B19004,Rayon réel pour les vitesses du vent supérieures au seuil,,,Operational,AI Translator: MCP
16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,D16002,(En-tête),,B08021,Caractéristique temporelle,Heure d'analyse de données,,Operational,AI Translator: MCP
16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,D16002,(En-tête),,B04001,Année,,,Operational,AI Translator: MCP
16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,D16002,(En-tête),,B04002,Mois,,,Operational,AI Translator: MCP
16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,D16002,(En-tête),,B04003,Jour,,,Operational,AI Translator: MCP
16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,D16002,(En-tête),,B04004,Heure,,,Operational,AI Translator: MCP
16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,D16002,(En-tête),,B04005,Minute,,,Operational,AI Translator: MCP
16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,D16002,(En-tête),,B01033,Identification du centre d’origine/ de production,,,Operational,AI Translator: MCP
16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,D16002,(En-tête),,B08021,Caractéristique temporelle,Période de validité (prévision),,Operational,AI Translator: MCP
16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,D16002,(En-tête),,B04001,Année,,,Operational,AI Translator: MCP
16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,D16002,(En-tête),,B04002,Mois,,,Operational,AI Translator: MCP
16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,D16002,(En-tête),,B04003,Jour,,,Operational,AI Translator: MCP
16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,D16002,(En-tête),,B04004,Heure,,,Operational,AI Translator: MCP
16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,D16002,(En-tête),,B04005,Minute,,,Operational,AI Translator: MCP
16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,D16002,(En-tête),,B07002,Hauteur ou altitude,Niveau de vol (base de la couche),,Operational,AI Translator: MCP
16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,D16002,(En-tête),,B07002,Hauteur ou altitude,Niveau de vol (sommet de la couche),,Operational,AI Translator: MCP
16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,D16003,Courant-jet,,R09000,Répétition différée de 9 descripteurs,,,Operational,AI Translator: MCP
16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,D16003,Courant-jet,,B08011,Caractéristique météorologique,Valeur pour courant-jet,,Operational,AI Translator: MCP
16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,D16003,Courant-jet,,B08007,Caractéristique dimensionnelle,Valeur pour ligne,,Operational,AI Translator: MCP
16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,D16003,Courant-jet,,R04000,Répétition différée de 4 descripteurs,,,Operational,AI Translator: MCP
16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,D16003,Courant-jet,,B05002,Latitude (faible précision),,,Operational,AI Translator: MCP
16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,D16003,Courant-jet,,B06002,Longitude (faible précision),,,Operational,AI Translator: MCP
16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,D16003,Courant-jet,,B10002,Hauteur,Niveau de vol,,Operational,AI Translator: MCP
16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,D16003,Courant-jet,,B11002,Vitesse du vent,,,Operational,AI Translator: MCP
16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,D16003,Courant-jet,,B08007,Caractéristique dimensionnelle,Annuler,,Operational,AI Translator: MCP
16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,D16003,Courant-jet,,B08011,Caractéristique météorologique,Annuler | Fin d'objet,,Operational,AI Translator: MCP
16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,D16004,Turbulence,,R10000,Répétition différée de 10 descripteurs,,,Operational,AI Translator: MCP
16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,D16004,Turbulence,,B08011,Caractéristique météorologique,Valeur pour turbulence,,Operational,AI Translator: MCP
16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,D16004,Turbulence,,B08007,Caractéristique dimensionnelle,Valeur pour zone,,Operational,AI Translator: MCP
16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,D16004,Turbulence,,B07002,Hauteur ou altitude,Niveau de vol (base de la couche),,Operational,AI Translator: MCP
16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,D16004,Turbulence,,B07002,Hauteur ou altitude,Niveau de vol (sommet de la couche),,Operational,AI Translator: MCP
